2,cifar100,8,lora,2,0.89229999999999998,0.44718261384963898,0.892522881464208,0.89229999999999998,0.44718261384963898,0.892522881464208,10,,,,32,8,5.0000000000000001E-4,1E-4,0,0.05
3,cifar100,8,lora,3,0.88970000000000005,0.44470551319122298,0.88975472733984695,0.88970000000000005,0.44470551319122298,0.88975472733984695,10,,,,32,8,5.0000000000000001E-4,1E-4,0,0.05
,,,,mean,0.89049999999999996,,,,,,,,,,,,,,,
,,,,std,1.2754084313139258E-3,,,,,,,,,,,,,,,
4,cifar100,8,flat_lora,1,0.89219999999999999,0.42517837810516301,0.89225123215966295,0.89219999999999999,0.42517837810516301,0.89225123215966295,10,0.05,,,32,8,5.0000000000000001E-4,1E-4,0,0.05
5,cifar100,8,flat_lora,2,0.89600000000000002,0.432801934242248,0.89590749334915198,0.89600000000000002,0.432801934242248,0.89590749334915198,10,0.05,,,32,8,5.0000000000000001E-4,1E-4,0,0.05
6,cifar100,8,flat_lora,3,0.88980000000000004,0.454145058917999,0.88991504529796295,0.88980000000000004,0.454145058917999,0.88991504529796295,10,0.05,,,32,8,5.0000000000000001E-4,1E-4,0,0.05
,,,,mean,0.89266666666666661,,,,,,,,,,,,,,,
,,,,std,2.5525586292102151E-3,,,,,,,,,,,,,,,
7,cifar100,8,pacf,1,0.89119999999999999,0.45005924530029201,0.89139439671403597,0.89119999999999999,0.45005924530029201,0.89139439671403597,10,0.05,2.0000000000000001E-4,0.3,32,8,5.0000000000000001E-4,1E-4,0,0.05
8,cifar100,8,pacf,2,0.8952,0.45376600346565199,0.89462657356633601,0.8952,0.45288049278259201,0.89523417391887095,10,0.05,2.0000000000000001E-4,0.3,32,8,5.0000000000000001E-4,1E-4,0,0.05
9,cifar100,8,pacf,3,0.89200000000000002,0.45055382213592499,0.89213818036784898,0.89200000000000002,0.45055382213592499,0.89213818036784898,10,0.05,2.0000000000000001E-4,0.3,32,8,5.0000000000000001E-4,1E-4,0,0.05
,,,,mean,0.89279999999999993,,,,,,,,,,,,,,,
,,,,std,1.7281975195754275E-3,,,,,,,,,,,,,,,
r16,,,,,,,,,,,,,,,,,,,,
,dataset,rank,mode,seed,acc_last,loss_last,f1_last,acc_best,loss_best,f1_best,epochs,flat_sigma_max,pac_lambda,reg_warmup_ratio,lora_alpha,lora_r,lr_lora,lr_full,weight_decay,dropout
1,cifar100,16,lora,1,0.89280000000000004,0.44763554401397698,0.89280045106556805,0.89290000000000003,0.44693512439727701,0.89292857386894198,,,,,32,16,5.0000000000000001E-4,1E-4,0,0.05
2,cifar100,16,lora,2,0.89080000000000004,0.441201555824279,0.89094657141718503,0.8921,0.44133487434387197,0.89222871793082803,,,,,32,16,5.0000000000000001E-4,1E-4,0,0.05
3,cifar100,16,lora,3,0.89739999999999998,0.43595863771438598,0.89742092132751505,0.89739999999999998,0.43595863771438598,0.89742092132751505,,,,,32,16,5.0000000000000001E-4,1E-4,0,0.05
,,,,mean,0.89366666666666672,,,,,,,,,,,,,,,
,,,,std,2.7632509034749998E-3,,,,,,,,,,,,,,,
4,cifar100,16,flat_lora,1,0.89480000000000004,0.44252292938232402,0.89495713711272595,0.89480000000000004,0.44252292938232402,0.89495713711272595,10,0.05,,,32,16,5.0000000000000001E-4,1E-4,0,0.05
5,cifar100,16,flat_lora,2,0.89549999999999996,0.43495070304870598,0.89545132728007903,0.89549999999999996,0.43495070304870598,0.89545132728007903,10,0.05,,,32,16,5.0000000000000001E-4,1E-4,0,0.05
6,cifar100,16,flat_lora,3,0.89870000000000005,0.42781310100555398,0.898738809167408,0.89870000000000005,0.42781310100555398,0.898738809167408,10,0.05,,,32,16,5.0000000000000001E-4,1E-4,0,0.05
,,,,mean,0.89633333333333332,,,,,,,,,,,,,,,
,,,,std,1.6977108770995985E-3,,,,,,,,,,,,,,,
7,cifar100,16,pacf,1,0.89910000000000001,0.43187739934921199,0.89926947551784797,0.89910000000000001,0.43187739934921199,0.89926947551784797,10,0.05,2.5000000000000001E-4,0.35,32,16,5.0000000000000001E-4,1E-4,0,0.05
8,cifar100,16,pacf,2,0.8962,0.433976308822631,0.89630264155977002,0.8962,0.433976308822631,0.89630264155977002,10,0.05,2.5000000000000001E-4,0.35,32,16,5.0000000000000001E-4,1E-4,0,0.05
9,cifar100,16,pacf,3,0.89410000000000001,0.43636257133483802,0.89307263717734697,0.89410000000000001,0.43633553304672201,0.894155404993627,10,0.05,2.5000000000000001E-4,0.35,32,16,5.0000000000000001E-4,1E-4,0,0.05
,,,,mean,0.89646666666666663,,,,,,,,,,,,,,,
,,,,std,2.0499322482029087E-3,,,,,,,,,,,,,,,
