Full,mode,acc_mean,acc_std,,,,,,,acc_mean,acc_std,,,,,,,,,
,Full,0.81664801227044703,4.7132183251967453E-3,,,,,,,0.81664801227044703,4.7132183251967453E-3,,,,,,,,,
r8,,,,,,,,,r8,,,,,,,,,,,
,mode,acc_mean,acc_std,,,,,,,mode,acc_mean,acc_std,,,,,,,,
1,lora,0.73038179330928976,3.7156482759684918E-3,,,,,,1,lora,0.73038179330928976,3.7156482759684918E-3,,,,,,,,
2,flat_lora,0.72532437922314763,4.9540820773293862E-3,,,,,,2,flat_lora,0.72532437922314763,4.9540820773293862E-3,,,,,,,,
3,pacf,0.73050615595075208,5.2947920993099444E-3,,,,,,3,pacf,0.73050615595075208,5.2947920993099444E-3,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
r16,,,,,,,,,r16,,,,,,,,,,,
,mode,acc_mean,acc_std,,,,,,,mode,acc_mean,acc_std,,,,,,,,
1,lora,0.76773203996186157,2.0518788991028178E-3,,,,,,1,lora,0.76773203996186157,2.0518788991028178E-3,,,,,,,,
2,flat_lora,0.76835385316917426,3.6191214336057562E-3,,,,,,2,flat_lora,0.76835385316917426,3.6191214336057562E-3,,,,,,,,
3,pacf,0.76955602536997836,2.6263788187966212E-3,,,,,,3,pacf,0.76955602536997836,2.6263788187966212E-3,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
full,,,,,,,,,,,,,,,,,,,,
,dataset,rank,mode,seed,acc_last,loss_last,f1_last,acc_best,loss_best,f1_best,epochs,flat_sigma_max,pac_lambda,reg_warmup_ratio,lora_alpha,lora_r,lr_lora,lr_full,weight_decay,dropout
1,cars,8,full,1,0.817435642333043,0.91514455816621498,0.81565511688293102,0.817435642333043,0.91514455816621498,0.81565511688293102,10,,,,,,,1E-4,0,0.05
2,cars,8,full,2,0.82091779629399297,0.89160172957980199,0.81823023483764901,0.82091779629399297,0.89160172957980199,0.81823023483764901,10,,,,,,,1E-4,0,0.05
3,cars,8,full,3,0.81159059818430501,0.91709581488564296,0.80982942192579999,0.81159059818430501,0.91709581488564296,0.80982942192579999,10,,,,,,,1E-4,0,0.05
,,,,mean,0.81664801227044703,,,,,,,,,,,,,,,
